NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
WP_FAMILIAL_PARTIAL_LIPODYSTROPHY_FPLD	WP_FAMILIAL_PARTIAL_LIPODYSTROPHY_FPLD		28	-0.29583457	-0.9354483	0.55576557	0.83339304	1.0	1051	tags=14%, list=7%, signal=15%	
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE	WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE		19	-0.32870463	-0.9308982	0.56063616	0.8382565	1.0	600	tags=11%, list=4%, signal=11%	
WP_FBXL10_ENHANCEMENT_OF_MAPERK_SIGNALING_IN_DIFFUSE_LARGE_BCELL_LYMPHOMA	WP_FBXL10_ENHANCEMENT_OF_MAPERK_SIGNALING_IN_DIFFUSE_LARGE_BCELL_LYMPHOMA		22	-0.31391057	-0.9259812	0.57831323	0.8443655	1.0	1919	tags=23%, list=13%, signal=26%	
WP_FOXA2_PATHWAY	WP_FOXA2_PATHWAY		18	-0.32704145	-0.9167481	0.564	0.8618104	1.0	3540	tags=44%, list=24%, signal=58%	
WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1	WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1		30	-0.2844891	-0.9115345	0.61417323	0.8688384	1.0	2540	tags=23%, list=17%, signal=28%	
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_APOPTOSIS	WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_APOPTOSIS		20	-0.3142199	-0.9078514	0.57655954	0.87103164	1.0	3005	tags=35%, list=20%, signal=44%	
WP_TRANSCRIPTION_COFACTORS_SKI_AND_SKIL_PROTEIN_PARTNERS	WP_TRANSCRIPTION_COFACTORS_SKI_AND_SKIL_PROTEIN_PARTNERS		17	-0.3306844	-0.90667385	0.5944882	0.8668859	1.0	1068	tags=18%, list=7%, signal=19%	
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION	WP_HIPPOMERLIN_SIGNALING_DYSREGULATION		101	-0.22060342	-0.9050803	0.6898496	0.8640707	1.0	1126	tags=12%, list=8%, signal=13%	
WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING	WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING		23	-0.29943338	-0.8986014	0.61985016	0.87385917	1.0	634	tags=13%, list=4%, signal=14%	
WP_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO_LMNA_LAMINOPATHIES	WP_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO_LMNA_LAMINOPATHIES		50	-0.25140283	-0.8978483	0.6380597	0.86899084	1.0	1854	tags=18%, list=13%, signal=21%	
WP_PPARALPHA_PATHWAY	WP_PPARALPHA_PATHWAY		21	-0.30324724	-0.89298254	0.6164122	0.87440914	1.0	661	tags=14%, list=4%, signal=15%	
WP_PARKINSONS_DISEASE_PATHWAY	WP_PARKINSONS_DISEASE_PATHWAY		42	-0.26173866	-0.8909927	0.63654226	0.87263376	1.0	633	tags=10%, list=4%, signal=10%	
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873	WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873		37	-0.26438174	-0.88803184	0.65867156	0.8729479	1.0	2332	tags=27%, list=16%, signal=32%	
WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS	WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS		20	-0.3066548	-0.87881356	0.60240966	0.8888204	1.0	2890	tags=30%, list=19%, signal=37%	
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING	WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING		27	-0.2753632	-0.8757393	0.6593002	0.889314	1.0	689	tags=15%, list=5%, signal=16%	
WP_EICOSANOID_SYNTHESIS	WP_EICOSANOID_SYNTHESIS		18	-0.30661544	-0.8720841	0.6454034	0.8910741	1.0	689	tags=11%, list=5%, signal=12%	
WP_MICROTUBULE_CYTOSKELETON_REGULATION	WP_MICROTUBULE_CYTOSKELETON_REGULATION		45	-0.24829	-0.87068367	0.70384616	0.88792384	1.0	872	tags=11%, list=6%, signal=12%	
WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETAOXIDATION	WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETAOXIDATION		17	-0.315389	-0.8643513	0.6537037	0.8956319	1.0	5606	tags=53%, list=38%, signal=85%	
WP_ALLOGRAFT_REJECTION	WP_ALLOGRAFT_REJECTION		46	-0.24826737	-0.85726357	0.69292927	0.9050232	1.0	1408	tags=15%, list=9%, signal=17%	
WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS	WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS		23	-0.2843565	-0.8570057	0.672	0.8989663	1.0	3068	tags=22%, list=21%, signal=27%	
WP_DOPAMINERGIC_NEUROGENESIS	WP_DOPAMINERGIC_NEUROGENESIS		19	-0.29541904	-0.84696954	0.6822612	0.91410756	1.0	8	tags=5%, list=0%, signal=5%	
WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS	WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS		32	-0.26026505	-0.83918655	0.7416357	0.9237826	1.0	1968	tags=19%, list=13%, signal=22%	
WP_TP53_NETWORK	WP_TP53_NETWORK		15	-0.31059146	-0.8382137	0.6938776	0.91916984	1.0	2320	tags=33%, list=16%, signal=39%	
WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULINLIKE_GROWTH_FACTOR_IGF1AKT_SIGNALING	WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULINLIKE_GROWTH_FACTOR_IGF1AKT_SIGNALING		36	-0.24718903	-0.8354273	0.74609375	0.91810614	1.0	2762	tags=25%, list=19%, signal=31%	
WP_GLYCOSYLATION_AND_RELATED_CONGENITAL_DEFECTS	WP_GLYCOSYLATION_AND_RELATED_CONGENITAL_DEFECTS		24	-0.266885	-0.83141	0.7140078	0.9199011	1.0	3344	tags=33%, list=23%, signal=43%	
WP_WNT_SIGNALING_PATHWAY	WP_WNT_SIGNALING_PATHWAY		50	-0.23815656	-0.8313547	0.7582205	0.9135484	1.0	371	tags=6%, list=3%, signal=6%	
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME	WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME		59	-0.22231445	-0.82400227	0.7836812	0.92204916	1.0	5313	tags=53%, list=36%, signal=82%	
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME	WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME		24	-0.26994064	-0.82187295	0.70851064	0.9198563	1.0	3338	tags=29%, list=23%, signal=38%	
WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS	WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS		40	-0.24369976	-0.81668496	0.7798861	0.9229302	1.0	4203	tags=38%, list=28%, signal=52%	
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM	WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM		55	-0.2193678	-0.8155511	0.8036072	0.9186412	1.0	6186	tags=44%, list=42%, signal=75%	
WP_MONOAMINE_GPCRS	WP_MONOAMINE_GPCRS		22	-0.27589723	-0.8121069	0.7274472	0.9186184	1.0	2632	tags=23%, list=18%, signal=28%	
WP_EBOLA_VIRUS_INFECTION_IN_HOST	WP_EBOLA_VIRUS_INFECTION_IN_HOST		102	-0.19546214	-0.8050667	0.8876405	0.92507404	1.0	4010	tags=25%, list=27%, signal=35%	
WP_LEPTIN_SIGNALING_PATHWAY	WP_LEPTIN_SIGNALING_PATHWAY		75	-0.20997438	-0.80506474	0.8683206	0.9188749	1.0	3417	tags=23%, list=23%, signal=29%	
WP_G_PROTEIN_SIGNALING_PATHWAYS	WP_G_PROTEIN_SIGNALING_PATHWAYS		86	-0.20041358	-0.79825294	0.8574219	0.92453396	1.0	4359	tags=34%, list=29%, signal=47%	
WP_INTERACTIONS_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY	WP_INTERACTIONS_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY		18	-0.28154135	-0.7975563	0.7821782	0.91962177	1.0	2312	tags=22%, list=16%, signal=26%	
WP_PROTEOGLYCAN_BIOSYNTHESIS	WP_PROTEOGLYCAN_BIOSYNTHESIS		16	-0.28724352	-0.79311967	0.7764706	0.9210465	1.0	3452	tags=31%, list=23%, signal=41%	
WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA	WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA		61	-0.21136086	-0.7894023	0.88351256	0.9209117	1.0	4685	tags=36%, list=32%, signal=53%	
WP_ESTROGEN_SIGNALING_PATHWAY	WP_ESTROGEN_SIGNALING_PATHWAY		23	-0.26171246	-0.78763354	0.77756286	0.91789055	1.0	1594	tags=13%, list=11%, signal=15%	
WP_SEROTONIN_RECEPTOR_467_AND_NR3C_SIGNALING	WP_SEROTONIN_RECEPTOR_467_AND_NR3C_SIGNALING		19	-0.27341455	-0.7841716	0.7741935	0.9171946	1.0	7	tags=5%, list=0%, signal=5%	
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY		87	-0.18710583	-0.7416235	0.9226415	0.96954983	1.0	3251	tags=21%, list=22%, signal=26%	
WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION	WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION		15	-0.27457246	-0.73850036	0.7976879	0.9671875	1.0	4960	tags=40%, list=33%, signal=60%	
WP_GLYCOSAMINOGLYCAN_DEGRADATION	WP_GLYCOSAMINOGLYCAN_DEGRADATION		16	-0.2642171	-0.719397	0.8613678	0.9816626	1.0	4126	tags=44%, list=28%, signal=61%	
WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS	WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS		38	-0.2137975	-0.7172051	0.8930582	0.9776093	1.0	1225	tags=13%, list=8%, signal=14%	
WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS	WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS		126	-0.16360086	-0.69187015	0.9926335	0.99421585	1.0	4359	tags=29%, list=29%, signal=40%	
WP_INTERLEUKIN11_SIGNALING_PATHWAY	WP_INTERLEUKIN11_SIGNALING_PATHWAY		42	-0.19726598	-0.6887044	0.93230176	0.99059355	1.0	2483	tags=17%, list=17%, signal=20%	
WP_SEROTONIN_RECEPTOR_2_AND_ELKSRFGATA4_SIGNALING	WP_SEROTONIN_RECEPTOR_2_AND_ELKSRFGATA4_SIGNALING		19	-0.23542811	-0.6673635	0.91549295	0.999783	1.0	763	tags=11%, list=5%, signal=11%	
WP_G13_SIGNALING_PATHWAY	WP_G13_SIGNALING_PATHWAY		35	-0.19849116	-0.65665185	0.9577735	1.0	1.0	4747	tags=37%, list=32%, signal=54%	
WP_FATTY_ACID_TRANSPORTERS	WP_FATTY_ACID_TRANSPORTERS		16	-0.23923305	-0.6476307	0.9015748	0.99930644	1.0	179	tags=6%, list=1%, signal=6%	
WP_MELANOMA	WP_MELANOMA		63	-0.1717012	-0.6387275	0.97940075	0.9978946	1.0	2235	tags=16%, list=15%, signal=19%	
WP_EXTRACELLULAR_VESICLEMEDIATED_SIGNALING_IN_RECIPIENT_CELLS	WP_EXTRACELLULAR_VESICLEMEDIATED_SIGNALING_IN_RECIPIENT_CELLS		28	-0.20533359	-0.6359576	0.9602386	0.99310476	1.0	5265	tags=50%, list=35%, signal=77%	
WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING_PATHWAY	WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING_PATHWAY		24	-0.19361053	-0.58214885	0.97183096	1.0	1.0	2346	tags=17%, list=16%, signal=20%	
WP_CANNABINOID_RECEPTOR_SIGNALING	WP_CANNABINOID_RECEPTOR_SIGNALING		23	-0.187025	-0.57041514	0.9688716	1.0	1.0	6753	tags=61%, list=46%, signal=112%	
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA		100	-0.13891065	-0.5663732	1.0	0.99829775	1.0	6263	tags=43%, list=42%, signal=74%	
WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING	WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING		27	-0.17739065	-0.5500623	0.9939394	0.9955979	1.0	6369	tags=59%, list=43%, signal=104%	
WP_OXIDATIVE_PHOSPHORYLATION	WP_OXIDATIVE_PHOSPHORYLATION		59	-0.11355332	-0.42369694	1.0	0.9994033	1.0	6263	tags=42%, list=42%, signal=73%	
