ENSEMBL	ENTREZID	SYMBOL	GENENAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000025076	12369	Casp7	caspase 7	603.681671519508	1.08035555665886	0.123547477724559	8.74735109278777	2.18419310047246e-18	4.50259565651613e-17
ENSMUSG00000023027	11908	Atf1	activating transcription factor 1	1106.84663151694	-0.583132846062394	0.0666648136147505	-8.74643864516071	2.20191911709414e-18	4.53458408346809e-17
ENSMUSG00000047330	57814	Kcne4	potassium voltage-gated channel, Isk-related subfamily, gene 4	426.222631866464	-1.04398798264059	0.119183430257062	-8.74598175722526	2.21084832240673e-18	4.54841059675901e-17
ENSMUSG00000026389	68428	Steap3	STEAP family member 3	901.647273648128	0.936146576996791	0.107141968407656	8.73789018808915	2.37504196251863e-18	4.88131747491817e-17
ENSMUSG00000028681	19207	Ptch2	patched 2	217.973671061603	1.3853307151201	0.158598910654135	8.73138689397202	2.51568522274582e-18	5.16520489934172e-17
ENSMUSG00000062762	13663	Ei24	etoposide induced 2.4 mRNA	3698.40344470535	0.481152067405495	0.0551256110518515	8.72892065164323	2.57114525393669e-18	5.26853835866547e-17
ENSMUSG00000029036	108888	Atad3a	ATPase family, AAA domain containing 3A	2176.2336127431	-0.712379662271661	0.081643514371295	-8.72502852268721	2.66113550439917e-18	5.44750091488771e-17
ENSMUSG00000046056	282619	Sbsn	suprabasin	4631.4366459714	0.601963696667672	0.0690559569445924	8.71654881148882	2.86810348034079e-18	5.8594926028216e-17
ENSMUSG00000026039	68549	Sgo2a	shugoshin 2A	394.275830783233	1.10813297616529	0.12704289513894	8.71624085916324	2.8759115741208e-18	5.86803666108886e-17
ENSMUSG00000051223	66882	Bzw1	basic leucine zipper and W2 domains 1	7576.96105694794	-0.621612712994552	0.0713156389366953	-8.71615856767301	2.87800161587594e-18	5.86803666108886e-17
ENSMUSG00000000384	21379	Tbrg4	transforming growth factor beta regulated gene 4	1781.62543677859	-0.650417668375592	0.0746467566826151	-8.71278406744365	2.96501117081568e-18	6.03944537293528e-17
ENSMUSG00000057715	320492	A830018L16Rik	RIKEN cDNA A830018L16 gene	46.2031393162845	-2.04158326133375	0.227096919640076	-8.71062448210313	3.02205246247784e-18	6.1495323250342e-17
ENSMUSG00000049401	72075	Ogfr	opioid growth factor receptor	3930.39711953337	0.748485233239296	0.0859626968851783	8.70751119040975	3.10619564061362e-18	6.31449593000781e-17
ENSMUSG00000050549	70617	Fam241a	family with sequence similarity 241, member A	869.246416212405	0.859388770761048	0.098819410363453	8.70618577968993	3.14271574502802e-18	6.38241737654949e-17
ENSMUSG00000033170	105844	Card10	caspase recruitment domain family, member 10	341.026953244724	1.02127541400304	0.117224913652266	8.70520272128812	3.17007624571328e-18	6.43162109456375e-17
ENSMUSG00000022816	14314	Fstl1	follistatin-like 1	43809.2537056266	0.541490841102937	0.0622201524334377	8.70280292921936	3.23785899755441e-18	6.56265754568482e-17
ENSMUSG00000017765	20498	Slc12a4	solute carrier family 12, member 4	2855.73686697536	-0.517433489345656	0.059496965560477	-8.69654177363525	3.42151740738214e-18	6.92806660832053e-17
ENSMUSG00000021752	71393	Kctd6	potassium channel tetramerisation domain containing 6	586.111336449037	-0.749732080268644	0.0861910791798629	-8.69606127784624	3.436029381523e-18	6.9505965774808e-17
ENSMUSG00000031227	107528	Magee1	MAGE family member E1	578.623490334785	0.755552627775773	0.0869283449005765	8.69123281725229	3.58527463862445e-18	7.23823587809609e-17
ENSMUSG00000052105	68617	Mtcl1	microtubule crosslinking factor 1	127.365041341217	-1.2529261508859	0.143551847292756	-8.68827719563385	3.67977043935228e-18	7.42171381736553e-17
ENSMUSG00000021185	217830	Dglucy	D-glutamate cyclase	1538.09617644018	0.561427397795767	0.0646303408204659	8.68760556064104	3.70158415160958e-18	7.45838329743356e-17
ENSMUSG00000055932	26383	Fto	fat mass and obesity associated	3091.00793093012	0.447987121753715	0.0516377954915942	8.67646483758699	4.08260895432306e-18	8.21805167158442e-17
ENSMUSG00000055805	57778	Fmnl1	formin-like 1	114.640306996153	1.72991319909765	0.197970799453379	8.66475332269822	4.52491667600068e-18	9.09056645710822e-17
ENSMUSG00000039208	210029	Metrnl	meteorin, glial cell differentiation regulator-like	1096.53639268563	-0.706536575692317	0.0816126896682331	-8.6544971079636	4.95089735417482e-18	9.93663973371626e-17
ENSMUSG00000040354	216443	Mars1	methionine-tRNA synthetase 1	2868.57943421381	-0.518970984273852	0.0600066234905263	-8.64838829889902	5.22318432683759e-18	1.04728926365849e-16
ENSMUSG00000015176	70769	Nolc1	nucleolar and coiled-body phosphoprotein 1	2436.05193355805	-0.667931322574229	0.0772332493419676	-8.64780733709446	5.24983656575486e-18	1.05160628651784e-16
ENSMUSG00000024087	13078	Cyp1b1	cytochrome P450, family 1, subfamily b, polypeptide 1	11303.1150898382	0.73450668751754	0.0849640961435175	8.64525050288721	5.36873850182647e-18	1.07332949288706e-16
ENSMUSG00000062031	212974	Pgghg	protein glucosylgalactosylhydroxylysine glucosidase	1335.40533466273	0.708545290977151	0.0819786460695668	8.64448069193942	5.40505533024286e-18	1.07953887198975e-16
ENSMUSG00000038241	16328	Cep250	centrosomal protein 250	1365.18375194541	0.642974607993769	0.0743973203679354	8.64330912669385	5.46079129397042e-18	1.08961095090185e-16
ENSMUSG00000027459	73847	Fam110a	family with sequence similarity 110, member A	186.323368302752	1.35010397193416	0.155898872619511	8.63572538733978	5.83555434646174e-18	1.16212998876385e-16
ENSMUSG00000061589	208266	Dot1l	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	2773.49346940463	-0.76941338302801	0.0891132259836094	-8.63335371520887	5.9578835959323e-18	1.1853417247256e-16
ENSMUSG00000038187	68815	Btbd10	BTB (POZ) domain containing 10	810.419677220991	-0.720597622669882	0.0835228364292744	-8.62577969478613	6.36574572245436e-18	1.26526128919103e-16
ENSMUSG00000026020	55989	Nop58	NOP58 ribonucleoprotein	2252.81115345486	-0.777600173723444	0.090140411154329	-8.62558269966849	6.3767136578035e-18	1.26621552052245e-16
ENSMUSG00000032092	14012	Mpzl2	myelin protein zero-like 2	85.3922826495759	-1.93621958648055	0.221611950877175	-8.62384534643042	6.47425403219265e-18	1.28434187235729e-16
ENSMUSG00000048787	233805	Dcun1d3	DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)	1915.59889854044	-0.827213114325633	0.0960662463637106	-8.61074665192723	7.25862445078953e-18	1.43855286895377e-16
ENSMUSG00000024594	73137	Prrc1	proline-rich coiled-coil 1	2398.07083805143	-0.494991336193652	0.0575108028317317	-8.60664415528296	7.52305246076755e-18	1.48952085944532e-16
ENSMUSG00000001510	13393	Dlx3	distal-less homeobox 3	42.5276996799424	-2.28927299803737	0.255372014356702	-8.60373265534469	7.7164602326642e-18	1.5263425963108e-16
ENSMUSG00000057137	68487	Tmem140	transmembrane protein 140	6032.9357222429	-0.600370971273006	0.0697863420252525	-8.60252079345986	7.79840193077922e-18	1.54106629877535e-16
ENSMUSG00000038594	100038725	Cep85l	centrosomal protein 85-like	619.569137515351	-1.2827863989086	0.149117581540508	-8.59342927031232	8.44114598394545e-18	1.66647701290738e-16
ENSMUSG00000069874	54396	Irgm2	immunity-related GTPase family M member 2	5869.10285692892	2.03455444613763	0.238523466562664	8.59200846547508	8.54620908940757e-18	1.68559812702897e-16
ENSMUSG00000048355	76219	Arxes1	adipocyte-related X-chromosome expressed sequence 1	1600.46939393338	-1.05815844157144	0.12319238313937	-8.5908858489988	8.63013413761292e-18	1.70051740991812e-16
ENSMUSG00000032763	216136	Ilvbl	ilvB (bacterial acetolactate synthase)-like	965.124819812573	-0.684593970053438	0.0796799273045478	-8.59056604743663	8.65419050888057e-18	1.70362262251521e-16
ENSMUSG00000027332	56357	Ivd	isovaleryl coenzyme A dehydrogenase	3809.70791821976	0.685361749057023	0.0798511395887918	8.58535972456047	9.0552633448943e-18	1.78086845782921e-16
ENSMUSG00000037752	381560	Xkr8	X-linked Kx blood group related 8	607.098565759112	0.949486974316614	0.110623207212344	8.58386299189347	9.17392254636138e-18	1.80247825571188e-16
ENSMUSG00000030340	20276	Scnn1a	sodium channel, nonvoltage-gated 1 alpha	75.1120512424489	1.85494200923415	0.211614141793611	8.57963044015404	9.51784329771129e-18	1.86826346643029e-16
ENSMUSG00000070780	245945	Rbm47	RNA binding motif protein 47	1326.42536375647	0.88522502152859	0.103260259786869	8.57836454105647	9.62315544966303e-18	1.88713111454137e-16
ENSMUSG00000026574	56429	Dpt	dermatopontin	1934.26991826656	-0.676969842173347	0.0789524854191533	-8.57463008690855	9.94057711259412e-18	1.94751840912006e-16
ENSMUSG00000025607	54160	Copg2	coatomer protein complex, subunit gamma 2	2009.1568552059	0.549994115254447	0.0641658002875353	8.57334543769315	1.00521410582803e-17	1.96749819073987e-16
ENSMUSG00000041992	217944	Rapgef5	Rap guanine nucleotide exchange factor (GEF) 5	291.148169875969	1.10184480600259	0.128754032440518	8.56027452324347	1.12599080329106e-17	2.20179458792115e-16
ENSMUSG00000062127	80281	Cttnbp2nl	CTTNBP2 N-terminal like	1840.2992825953	-0.803092510559336	0.0938705512645137	-8.55292949412431	1.20003205265824e-17	2.34434425358506e-16
ENSMUSG00000039956	77037	Mrap	melanocortin 2 receptor accessory protein	738.909367776915	-1.04504417175466	0.122281336262757	-8.54514336125973	1.28376811211038e-17	2.5055443800238e-16
ENSMUSG00000027195	56348	Hsd17b12	hydroxysteroid (17-beta) dehydrogenase 12	12023.5946783084	-0.47998019974407	0.0561933467041445	-8.54159916755126	1.32376922655646e-17	2.58116142067021e-16
ENSMUSG00000086290	100039864	Snhg12	small nucleolar RNA host gene 12	717.08873992606	-0.929038979536499	0.108759664195666	-8.53725983729972	1.37442248486214e-17	2.67738543256068e-16
ENSMUSG00000032557	66663	Uba5	ubiquitin-like modifier activating enzyme 5	2185.25481084215	-0.528383748089764	0.0620236728269379	-8.51875167268968	1.61282241585225e-17	3.13881230732496e-16
ENSMUSG00000025479	13106	Cyp2e1	cytochrome P450, family 2, subfamily e, polypeptide 1	405.404068721903	-0.939068919581839	0.110238064745874	-8.51675989136664	1.64079191639556e-17	3.19022155562818e-16
ENSMUSG00000032010	53376	Usp2	ubiquitin specific peptidase 2	459.645553172376	-0.916723310143334	0.107667534786071	-8.51288422623817	1.69659448642482e-17	3.29559867504961e-16
ENSMUSG00000020156	68114	Pwwp3a	PWWP domain containing 3A, DNA repair factor	1466.84227040798	0.657513438140368	0.0772686999455907	8.5121179149128	1.70784769142188e-17	3.3131049923433e-16
ENSMUSG00000037465	21847	Klf10	Kruppel-like factor 10	1796.60282661443	0.618905219000137	0.072700932961516	8.51205098054627	1.70883410622032e-17	3.3131049923433e-16
ENSMUSG00000020176	14783	Grb10	growth factor receptor bound protein 10	5186.21054993712	-0.599097484077799	0.0703889105194279	-8.51088747417779	1.72607084758372e-17	3.34336666439519e-16
ENSMUSG00000030852	57752	Tacc2	transforming, acidic coiled-coil containing protein 2	762.367481439874	-0.62059376072417	0.0729389236914355	-8.5066613207181	1.79013466413164e-17	3.46418896549961e-16
ENSMUSG00000022102	13449	Dok2	docking protein 2	168.888455491351	1.35200436575473	0.158843608182491	8.50635248906419	1.79490714701684e-17	3.4701538175659e-16
ENSMUSG00000029192	100855	Tbc1d14	TBC1 domain family, member 14	1430.80048437719	0.66192752246878	0.0778327168196825	8.50565290044708	1.80576461303026e-17	3.48621843409526e-16
ENSMUSG00000046329	66972	Slc25a23	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23	1818.32964799158	0.743314933785749	0.0874209294390628	8.50559845425147	1.80661231924671e-17	3.48621843409526e-16
ENSMUSG00000029575	77697	Mmab	methylmalonic aciduria (cobalamin deficiency) cblB type homolog (human)	1751.19881981405	0.638807161543256	0.0751495396182783	8.50489025220513	1.8176745880969e-17	3.50427179744652e-16
ENSMUSG00000053477	21413	Tcf4	transcription factor 4	2793.16609084332	0.801975327647224	0.0944675867039131	8.48988159366406	2.0684773857092e-17	3.98405043934158e-16
ENSMUSG00000038179	75345	Slamf7	SLAM family member 7	329.497499008868	1.26971218992511	0.149523110996497	8.4855343005247	2.14729775495569e-17	4.13198851965795e-16
ENSMUSG00000029819	109648	Npy	neuropeptide Y	90.2938412260536	-1.35953927587149	0.158962180251379	-8.48301586920732	2.19430719077332e-17	4.21849393641927e-16
ENSMUSG00000041773	13803	Enc1	ectodermal-neural cortex 1	6779.07328861059	-0.753041748951094	0.0888154872139355	-8.47782434134357	2.29444029328717e-17	4.40687072981966e-16
ENSMUSG00000019767	100504234	Ccdc170	coiled-coil domain containing 170	66.8625670911415	2.00137831769608	0.228378478247487	8.47539676925708	2.34279680972761e-17	4.49134492038536e-16
ENSMUSG00000064181	216363	Rab3ip	RAB3A interacting protein	697.950650139324	-0.686473057226595	0.0809773021663114	-8.47548017643369	2.34111880458562e-17	4.49134492038536e-16
ENSMUSG00000050377	218624	Il31ra	interleukin 31 receptor A	21.7891483452588	-3.45744577325469	0.32469429266339	-8.47306589925309	2.39017274926762e-17	4.57789429925026e-16
ENSMUSG00000026343	71111	Gpr39	G protein-coupled receptor 39	102.279234487389	-1.49520044889992	0.175327269076869	-8.47258324926025	2.40010030444239e-17	4.59262436633841e-16
ENSMUSG00000039428	72759	Tmem135	transmembrane protein 135	3593.48840596966	-0.479058654266538	0.0565500480805857	-8.47149573304726	2.4226186095438e-17	4.63139714070328e-16
ENSMUSG00000034998	14236	Foxn2	forkhead box N2	1053.79618165289	-0.939440676812974	0.110933466905056	-8.46566851880183	2.54687569925101e-17	4.85989329526225e-16
ENSMUSG00000060950	328162	Trmt61a	tRNA methyltransferase 61A	530.034248532715	-0.819024914326168	0.0968272099128148	-8.45494277365824	2.79224259694953e-17	5.31821196665748e-16
ENSMUSG00000021903	78754	Galnt15	polypeptide N-acetylgalactosaminyltransferase 15	146.748932240496	-1.40102264417607	0.164972605442066	-8.45393423073849	2.81648006389966e-17	5.35940395477181e-16
ENSMUSG00000038116	228829	Phf20	PHD finger protein 20	1903.26158411282	0.616471376033712	0.072991976345673	8.44712428905824	2.9856582390984e-17	5.6760680523304e-16
ENSMUSG00000027879	20333	Sec22b	SEC22 homolog B, vesicle trafficking protein	3111.30333756487	-0.43454700999065	0.0514745442844259	-8.44187362525966	3.12290893917294e-17	5.93150474922283e-16
ENSMUSG00000034271	81703	Jdp2	Jun dimerization protein 2	625.75980767528	-0.930832993359257	0.110205909916121	-8.44160152042163	3.13018886714093e-17	5.93983713679645e-16
ENSMUSG00000025920	29819	Stau2	staufen double-stranded RNA binding protein 2	758.512122233422	-0.674873764597272	0.0799888714584388	-8.43598725689269	3.28418576999683e-17	6.22630676173361e-16
ENSMUSG00000020892	23801	Aloxe3	arachidonate lipoxygenase 3	20.7510600659429	-3.18971162962377	0.316298903844569	-8.43217961735522	3.3928568098391e-17	6.42639631177273e-16
ENSMUSG00000019850	21929	Tnfaip3	tumor necrosis factor, alpha-induced protein 3	5313.73395067594	0.856756267315594	0.101683183307498	8.42775200939787	3.52368829521925e-17	6.66805235736789e-16
ENSMUSG00000014444	234839	Piezo1	piezo-type mechanosensitive ion channel component 1	5638.71305872597	-0.550721105572354	0.0653586504464308	-8.42592192758699	3.57920783477308e-17	6.76687801690248e-16
ENSMUSG00000064294	71724	Aox3	aldehyde oxidase 3	104.044234349783	1.75913599154063	0.20651245237792	8.42556180847773	3.59023401151841e-17	6.78147973546421e-16
ENSMUSG00000037822	68552	Smim14	small integral membrane protein 14	3107.01106177816	-0.626483951465614	0.0743593289314485	-8.42464544505787	3.61844269539761e-17	6.82220986427032e-16
ENSMUSG00000021771	22334	Vdac2	voltage-dependent anion channel 2	5104.91213820886	-0.47929418297245	0.0569257117460817	-8.41959913696548	3.77774670573804e-17	7.11602709745078e-16
ENSMUSG00000028645	20525	Slc2a1	solute carrier family 2 (facilitated glucose transporter), member 1	9014.49032407436	-0.956573148696525	0.11359548534437	-8.41702183846428	3.86175710479632e-17	7.26760741298607e-16
ENSMUSG00000025026	27360	Add3	adducin 3 (gamma)	3075.38588402196	-0.627022947715718	0.0745028658117775	-8.41581928510237	3.9015838627859e-17	7.33583515299635e-16
ENSMUSG00000041488	20908	Stx3	syntaxin 3	530.831029700621	-0.876013838650849	0.104062563995246	-8.41313354502326	3.99200028046556e-17	7.49897070068791e-16
ENSMUSG00000029407	56041	Uso1	USO1 vesicle docking factor	5136.99835236108	-0.542866346474508	0.0645495285670888	-8.40990424806408	4.10345572577981e-17	7.7012936893703e-16
ENSMUSG00000050240	58180	Hic2	hypermethylated in cancer 2	103.283387272322	-1.25917128646973	0.148951641877707	-8.40623785922566	4.23372088414048e-17	7.93851663864588e-16
ENSMUSG00000020601	217410	Trib2	tribbles pseudokinase 2	574.396719051303	-0.725238038010566	0.0862804908925183	-8.4051672010385	4.27252454639703e-17	8.00396660461897e-16
ENSMUSG00000039601	53901	Rcan2	regulator of calcineurin 2	125.419242284556	-1.27374749948483	0.150973430484201	-8.40386375234223	4.32023896142283e-17	8.0859750552355e-16
ENSMUSG00000021624	17079	Cd180	CD180 antigen	95.2602757533161	1.80874126211407	0.21269821442249	8.40132265079338	4.41477540128331e-17	8.25538875584234e-16
ENSMUSG00000030337	22317	Vamp1	vesicle-associated membrane protein 1	725.458180909629	0.831201368701082	0.0990365424156248	8.39630599332163	4.60744003139421e-17	8.60782153999872e-16
ENSMUSG00000030337	78668	E130112N10Rik	RIKEN cDNA E130112N10 gene	725.458180909629	0.831201368701082	0.0990365424156248	8.39630599332163	4.60744003139421e-17	8.60782153999872e-16
ENSMUSG00000023341	17858	Mx2	MX dynamin-like GTPase 2	1114.97629340813	2.30123583115707	0.277926704635813	8.39253918976151	4.75753342937036e-17	8.8801523974393e-16
ENSMUSG00000001864	108897	Aif1l	allograft inflammatory factor 1-like	110.238115645875	-1.30672785548785	0.154695055180929	-8.38743914160088	4.96846237258822e-17	9.26543773242336e-16
ENSMUSG00000058446	387524	Znrf2	zinc and ring finger 2	2979.89137369477	0.513202735374786	0.0612046361440082	8.3864643827553	5.00981404502199e-17	9.33407458914623e-16
ENSMUSG00000092564	407803	BC051226	cDNA sequence BC051226	291.299945099025	1.22428028467908	0.146080859771228	8.37986236244918	5.29896320621028e-17	9.86385426563095e-16
ENSMUSG00000028789	242669	Azin2	antizyme inhibitor 2	1688.9981848715	0.848873514512609	0.101513870874085	8.36257460931942	6.13641536724678e-17	1.14123985797383e-15
ENSMUSG00000071176	234094	Arhgef10	Rho guanine nucleotide exchange factor (GEF) 10	429.369978329459	-0.922724495932848	0.11034821765639	-8.35481182774119	6.55371007251543e-17	1.21774457202613e-15
ENSMUSG00000025154	71085	Arhgap19	Rho GTPase activating protein 19	331.714539510476	0.985409918807534	0.11810359499445	8.35245117222272	6.68607079256634e-17	1.24121523971946e-15
ENSMUSG00000015950	17969	Ncf1	neutrophil cytosolic factor 1	308.59612644104	1.00207441244602	0.119994018871876	8.34757245587415	6.96802844110651e-17	1.2923898821391e-15
ENSMUSG00000063506	239027	Arhgap22	Rho GTPase activating protein 22	322.108402310347	-0.935496168804627	0.111914205819895	-8.3474559010446	6.97490601054731e-17	1.29249792607001e-15
ENSMUSG00000037337	26411	Map4k1	mitogen-activated protein kinase kinase kinase kinase 1	110.811259737463	1.47593819595351	0.175778401638711	8.34427844841406	7.16499921012338e-17	1.32533120524552e-15
ENSMUSG00000075273	72421	Ttc30b	tetratricopeptide repeat domain 30B	281.006358208601	0.991287375461466	0.118810019894865	8.34429110745539	7.16423182968235e-17	1.32533120524552e-15
ENSMUSG00000004707	17085	Ly9	lymphocyte antigen 9	269.236168914177	1.25215960349093	0.149926752144928	8.34163010747014	7.32733478137174e-17	1.35413895347547e-15
ENSMUSG00000054770	51960	Kctd18	potassium channel tetramerisation domain containing 18	1123.42343809688	0.760908580390381	0.0912128030680612	8.34138094877343	7.34279287798104e-17	1.35577539002434e-15
ENSMUSG00000002233	11853	Rhoc	ras homolog family member C	5534.65577741414	-0.562904548820858	0.0675031792521901	-8.33868559142493	7.51208560003831e-17	1.38578743522001e-15
ENSMUSG00000030880	26939	Polr3e	polymerase (RNA) III (DNA directed) polypeptide E	1150.43171649389	-0.602150926709238	0.0722107988897502	-8.33804866506354	7.55264923487694e-17	1.39201969560587e-15
ENSMUSG00000110148	74744	5830408C22Rik	RIKEN cDNA 5830408C22 gene	199.02665384971	1.29410129622753	0.15488432249122	8.33710367912292	7.6132304180163e-17	1.40192687840996e-15
ENSMUSG00000039461	102791	Tcta	T cell leukemia translocation altered gene	1509.72740442367	0.689116858310329	0.0827120532676459	8.33405226394847	7.81214136290716e-17	1.43726600773485e-15
ENSMUSG00000032109	270151	Nlrx1	NLR family member X1	739.107727419352	0.883990544389212	0.106144070964158	8.32977903166536	8.09933842875946e-17	1.48877006821208e-15
ENSMUSG00000024371	12263	C2	complement component 2 (within H-2S)	812.841070949739	1.21583090385127	0.146026079498731	8.32553504090113	8.39486971601882e-17	1.54171256716725e-15
ENSMUSG00000034165	12445	Ccnd3	cyclin D3	2400.60325111	0.772176805658801	0.0928249874562792	8.32015080114134	8.78514668746879e-17	1.61194487745406e-15
ENSMUSG00000031109	209224	Enox2	ecto-NOX disulfide-thiol exchanger 2	530.398565295055	0.708984479753806	0.08530805051518	8.31436626351399	9.22438581003809e-17	1.6910275843902e-15
ENSMUSG00000042350	68497	Arel1	apoptosis resistant E3 ubiquitin protein ligase 1	5263.68507963155	0.654484990636562	0.0787438365010169	8.31200490775618	9.40985331463716e-17	1.72348892289144e-15
ENSMUSG00000021990	219140	Spata13	spermatogenesis associated 13	122.985530245934	1.53704271945869	0.18402665635967	8.30530204552669	9.95658377494639e-17	1.82200158705169e-15
ENSMUSG00000071604	381217	Fam189a2	family with sequence similarity 189, member A2	308.201126053717	0.955014053629219	0.114998573431156	8.30274046722159	1.01736956748929e-16	1.86007408367676e-15
ENSMUSG00000022489	18574	Pde1b	phosphodiesterase 1B, Ca2+-calmodulin dependent	380.741020590236	-0.746635296611474	0.0899198527405065	-8.29781473741642	1.06043872258995e-16	1.93709322528619e-15
ENSMUSG00000026499	170760	Acbd3	acyl-Coenzyme A binding domain containing 3	2832.90341058915	-0.690280061023486	0.0832584460989914	-8.2899809377791	1.13266619330331e-16	2.06719131385809e-15
ENSMUSG00000014778	234686	Fhod1	formin homology 2 domain containing 1	551.668761678895	0.820917550084278	0.0991141205647718	8.28229034522947	1.2082855861888e-16	2.20324330867038e-15
ENSMUSG00000066406	75547	Akap13	A kinase (PRKA) anchor protein 13	4218.28834444375	-0.890976751239126	0.107641936461693	-8.27525158104866	1.28184679516509e-16	2.33530420570804e-15
ENSMUSG00000006281	21745	Tep1	telomerase associated protein 1	2925.89349020966	0.623802756857103	0.0753888772009369	8.27512012861757	1.28326176679912e-16	2.33580944999286e-15
ENSMUSG00000029335	110075	Bmp3	bone morphogenetic protein 3	118.632614674249	1.42339511167237	0.171092283280714	8.27500425269708	1.28451034783106e-16	2.33601120121057e-15
ENSMUSG00000024052	64898	Lpin2	lipin 2	837.232004368479	-0.844873795438882	0.102083880775722	-8.2731115679373	1.30507470580105e-16	2.37130919110684e-15
ENSMUSG00000020075	56200	Ddx21	DExD box helicase 21	5074.06641476212	-0.583613401868783	0.0705479026161742	-8.27241670793774	1.31270566352177e-16	2.38306566608568e-15
ENSMUSG00000031562	320685	Dctd	dCMP deaminase	228.34824076756	-0.971019961175461	0.117265462167949	-8.26984687657953	1.34131171826227e-16	2.43069834063203e-15
ENSMUSG00000053158	14159	Fes	feline sarcoma oncogene	451.549262338521	0.744420236566347	0.0900270995514979	8.26489475536961	1.39818040452549e-16	2.53152028798213e-15
ENSMUSG00000045664	104252	Cdc42ep2	CDC42 effector protein (Rho GTPase binding) 2	720.561799780973	0.786458296858424	0.0952083820069043	8.25918654276452	1.46668559757849e-16	2.65321486250938e-15
ENSMUSG00000024360	225363	Etf1	eukaryotic translation termination factor 1	6972.00493940644	-0.586640700214076	0.0710374853054749	-8.2580562315438	1.48063801961647e-16	2.67609681503217e-15
ENSMUSG00000070436	12406	Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1	20251.2333145437	-0.509915334723008	0.0617759705284992	-8.25415880755369	1.5297583385013e-16	2.76244487300867e-15
ENSMUSG00000070802	434128	Pnmal2	PNMA-like 2	157.565835899849	-1.5432604569559	0.185605768587571	-8.25319591522427	1.54213935106886e-16	2.78235546187573e-15
ENSMUSG00000079557	224703	Marchf2	membrane associated ring-CH-type finger 2	3770.44647217284	0.736484726834218	0.0893218770745643	8.24610807519223	1.63636685561111e-16	2.94977034937729e-15
ENSMUSG00000020676	20292	Ccl11	chemokine (C-C motif) ligand 11	90.9731472837943	1.78252664074252	0.213436259392689	8.24558510462886	1.6435400265365e-16	2.96010208989889e-15
ENSMUSG00000023249	235587	Parp3	poly (ADP-ribose) polymerase family, member 3	5960.31094384563	0.567383939351033	0.0688394364982235	8.24292131271245	1.6805610180708e-16	3.02412610193072e-15
ENSMUSG00000001642	11677	Akr1b3	aldo-keto reductase family 1, member B3 (aldose reductase)	493.319177929808	-0.800529589240001	0.0970841822422346	-8.24281564738303	1.68204636939699e-16	3.0241485163274e-15
ENSMUSG00000043518	24004	Rai2	retinoic acid induced 2	129.689807629732	1.36694653284298	0.165408215646794	8.23759826263017	1.75702003708978e-16	3.15617982515549e-15
ENSMUSG00000022387	223770	Brd1	bromodomain containing 1	2372.60660900004	-0.625277970251191	0.075909223243662	-8.2366271708107	1.77133385781179e-16	3.17911073152025e-15
ENSMUSG00000054321	72504	Taf4b	TATA-box binding protein associated factor 4b	326.725855985315	-0.87196867439354	0.105846420679705	-8.23236555808925	1.83552101601502e-16	3.2914338428664e-15
ENSMUSG00000014418	246694	Hps5	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2	1576.20091086432	0.634331755527249	0.0770852217005407	8.23112907033311	1.85457006868342e-16	3.32269045813334e-15
ENSMUSG00000046861	76608	Hectd3	HECT domain E3 ubiquitin protein ligase 3	2614.70022161989	0.668291444529861	0.0812246303310094	8.22947266757116	1.88039395288868e-16	3.36601993380213e-15
ENSMUSG00000047557	17035	Lxn	latexin	790.028059270761	0.69948979868722	0.085047711017536	8.22337815951562	1.97849752943456e-16	3.53854627825352e-15
ENSMUSG00000035085	66330	1700020L24Rik	RIKEN cDNA 1700020L24 gene	177.378375037103	-1.13614300743025	0.137905801946324	-8.22268247162303	1.99001198836451e-16	3.55295009957392e-15
ENSMUSG00000035891	223753	Cerk	ceramide kinase	579.939225518947	-0.723394299742064	0.0879448595529955	-8.221662414725	2.0070146787303e-16	3.58019334350049e-15
ENSMUSG00000033323	67655	Ctdp1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1	958.066582954407	-0.646978415136369	0.0787154510944956	-8.21762919795505	2.0756557404215e-16	3.69942392902207e-15
ENSMUSG00000039680	121022	Mrps6	mitochondrial ribosomal protein S6	1330.78850616668	-0.667401999504305	0.0812171450348268	-8.21666975419965	2.09232220092207e-16	3.7258941395778e-15
ENSMUSG00000048865	226652	Arhgap30	Rho GTPase activating protein 30	382.956455683844	1.00231857641494	0.121975443283229	8.21507173144057	2.1203747153597e-16	3.7725765732899e-15
ENSMUSG00000024695	109910	Zfp91	zinc finger protein 91	6311.18982361177	-0.572213896311744	0.0696874536823	-8.21103890650729	2.19282810386263e-16	3.89810793320411e-15
ENSMUSG00000031781	109006	Ciapin1	cytokine induced apoptosis inhibitor 1	901.700423878179	-0.811761655800557	0.0988716772242523	-8.20873510588807	2.2353076500885e-16	3.97018483318487e-15
ENSMUSG00000052293	108143	Taf9	TATA-box binding protein associated factor 9	757.874559267894	-0.644680775853764	0.0785336868595363	-8.20798717534538	2.24927231511304e-16	3.99153493292142e-15
